,47.5
FMVY,27.3
FMVZ,26.2
FMWX,30.9
FMWY,30.9
FMWZ,30.9
FMXY,30.9
FMXZ,30.9
FMYZ,30.9
FNNO,26.2
FNNS,26.0
FNNW,24.8
FNNX,27.1
FNNY,24.0
FNNZ,26.1
FNOP,28.5
FNOQ,27.0
FNOR,28.4
FNOS,30.5
FNOU,26.2
FNOV,25.8
FNOW,28.5
FNOX,31.2
FNOY,29.9
FNOZ,29.0
FNPS,27.5
FNPU,26.2
FNPW,26.5
FNPX,28.8
FNPY,26.9
FNQS,27.1
FNRY,27.3
FNSS,27.3
FNSU,25.4
FNSV,25.3
FNSW,27.2
FNSX,29.5
FNSY,25.3
FNSZ,30.6
FNTX,28.0
FNTY,26.3
FNUW,24.3
FNUX,26.3
FNUY,23.5
FNUZ,25.1
FNVY,24.7
FNWX,26.1
FNWY,24.4
FNWZ,26.9
FNXY,28.8
FNXZ,28.4
FNYZ,26.5
FOOO,43.7
FOOP,43.7
FOOQ,25.5
FOOR,31.0
FOOS,43.7
FOOT,31.2
FOOU,28.5
FOOV,27.0
FOOW,43.7
FOOX,43.7
FOOY,43.7
FOOZ,43.7
FOPQ,24.1
FOPR,32.0
FOPS,30.9
FOPT,29.7
FOPU,20.6
FOPV,27.3
FOPW,30.9
FOPX,30.9
FOPY,30.9
FOPZ,29.1
FOQR,27.2
FOQS,25.3
FOQT,26.9
FOQU,26.9
FOQW,25.7
FOQX,26.8
FOQY,21.6
FOQZ,26.6
FORR,28.1
FORS,30.5
FORU,27.4
FORW,30.0
FORX,30.7
FORY,33.0
FORZ,28.7
FOSS,30.9
FOST,30.5
FOSU,20.6
FOSV,28.0
FOSW,30.9
FOSX,30.9
FOSY,30.9
FOSZ,30.9
FOTT,29.7
FOTU,27.8
FOTV,27.6
FOTW,30.7
FOTX,31.5
FOTY,32.3
FOTZ,29.2
FOUV,24.2
FOUW,20.6
FOUX,20.6
FOUY,20.6
FOUZ,24.4
FOVW,28.9
FOVX,28.1
FOVY,28.0
FOVZ,24.3
FOWX,30.9
FOWY,30.9
FOWZ,30.9
FOXY,30.9
FOXZ,30.9
FOYZ,30.9
FPQS,26.2
FPQT,26.6
FPQU,26.2
FPQW,27.2
FPQX,27.9
FPQY,24.4
FPRR,28.3
FPRS,30.6
FPRT,27.2
FPRU,27.6
FPRW,29.8
FPRX,31.3
FPRY,32.2
FPRZ,29.3
FPSS,30.9
FPST,26.8
FPSU,30.9
FPSV,28.9
FPSW,30.9
FPSX,30.9
FPSY,30.9
FPSZ,29.1
FPTT,26.4
FPTU,26.7
FPTV,26.6
FPTW,28.0
FPTX,28.2
FPTY,25.3
FPTZ,27.9
FPUV,24.1
FPUW,30.9
FPUX,30.9
FPUY,30.9
FPUZ,29.1
FPVW,28.3
FPVX,27.2
FPVY,28.2
FPVZ,26.6
FPWX,30.9
FPWY,30.9
FPWZ,29.1
FPXY,30.9
FPXZ,29.1
FPYZ,29.1
FQRR,26.3
FQRS,27.8
FQRU,27.2
FQRY,26.6
FQSS,30.9
FQST,28.1
FQSU,27.8
FQSV,25.2
FQSW,27.9
FQSX,29.4
FQSY,21.3
FQSZ,29.4
FQTU,28.0
FQTY,27.4
FQTZ,27.6
FQUW,27.6
FQUX,27.7
FQUY,26.0
FQUZ,26.1
FQVW,25.6
FQVX,26.1
FQVY,24.3
FQWX,28.2
FQWY,26.2
FQWZ,28.6
FQXY,27.8
FQXZ,28.7
FQYZ,26.8
FRRS,26.3
FRRU,25.3
FRRW,26.7
FRRX,27.6
FRRY,26.3
FRRZ,26.5
FRSS,26.3
FRST,27.0
FRSU,26.3
FRSV,27.2
FRSW,27.9
FRSX,29.0
FRSY,26.3
FRSZ,29.4
FRTU,27.2
FRTX,26.6
FRTY,26.5
FRUW,26.4
FRUX,27.7
FRUY,23.7
FRUZ,25.8
FRVY,26.6
FRWX,27.9
FRWY,28.2
FRWZ,28.1
FRXY,29.6
FRXZ,28.8
FRYZ,27.5
FSST,28.3
FSSU,30.9
FSSV,30.9
FSSW,30.9
FSSX,30.9
FSSY,30.9
FSSZ,30.9
FSTT,28.0
FSTU,28.9
FSTV,27.7
FSTW,31.8
FSTX,30.4
FSTY,28.3
FSTZ,28.4
FSUV,19.4
FSUW,30.9
FSUX,30.9
FSUY,30.9
FSUZ,30.9
FSVW,28.9
FSVX,28.2
FSVY,30.9
FSVZ,24.7
FSWX,30.9
FSWY,30.9
FSWZ,30.9
FSXY,30.9
FSXZ,30.9
FSYZ,30.9
FTTU,26.5
FTTV,25.8
FTTW,27.8
FTTX,29.4
FTTY,28.4
FTUV,25.3
FTUW,29.4
FTUX,27.3
FTUY,28.1
FTUZ,26.9
FTVW,26.7
FTVX,26.9
FTVY,27.2
FTWX,29.3
FTWY,29.7
FTWZ,28.5
FTXY,32.4
FTXZ,28.8
FTYZ,28.1
FUVW,23.3
FUVX,24.5
FUVY,19.4
FUVZ,23.8
FUWX,30.9
FUWY,30.9
FUWZ,30.9
FUXY,30.9
FUXZ,30.9
FUYZ,30.9
FVWX,27.3
FVWY,28.9
FVWZ,25.9
FVXY,28.2
FVXZ,25.9
FVYZ,24.4
FWXY,30.9
FWXZ,30.9
FWYZ,30.9
FXYZ,30.9
GHII,26.2
GHIJ,26.0
GHIK,30.9
GHIL,26.2
GHIM,24.5
GHIN,26.4
GHIO,27.8
GHIP,33.3
GHIQ,25.7
GHIR,27.2
GHIS,30.9
GHIT,24.5
GHIU,27.1
GHIV,26.5
GHIW,22.8
GHIX,30.9
GHIY,30.9
GHIZ,26.8
GHJK,24.2
GHJL,24.3
GHJM,30.1
GHJN,26.9
GHJO,26.1
GHJP,25.0
GHJQ,25.8
GHJS,26.5
GHJT,26.4
GHJU,29.4
GHJV,24.4
GHJW,23.9
GHJX,26.5
GHJY,26.5
GHJZ,27.4
GHKL,22.9
GHKM,38.3
GHKN,29.4
GHKO,27.5
GHKP,30.9
GHKQ,26.3
GHKR,25.6
GHKS,30.9
GHKT,25.1
GHKU,30.9
GHKV,26.0
GHKW,30.9
GHKX,30.9
GHKY,30.9
GHKZ,25.3
GHLM,26.7
GHLO,25.8
GHLP,27.0
GHLQ,25.2
GHLS,27.8
GHLT,24.4
GHLU,25.4
GHLV,25.9
GHLW,25.6
GHLX,27.3
GHLY,22.2
GHLZ,25.5
GHMN,29.4
GHMO,30.9
GHMP,30.9
GHMQ,27.3
GHMR,28.1
GHMS,30.9
GHMT,26.2
GHMU,30.9
GHMV,26.2
GHMW,27.3
GHMX,30.9
GHMY,30.9
GHMZ,33.8
GHNO,28.4
GHNP,27.7
GHNS,28.7
GHNU,27.0
GHNW,26.3
GHNX,27.5
GHNY,29.6
GHNZ,28.5
GHOO,26.9
GHOP,26.9
GHOQ,25.9
GHOR,29.2
GHOS,30.9
GHOT,25.0
GHOU,29.3
GHOV,27.8
GHOW,30.9
GHOX,30.9
GHOY,30.9
GHOZ,30.9
GHPQ,27.1
GHPR,26.6
GHPS,35.0
GHPT,25.2
GHPU,30.9
GHPV,24.4
GHPW,22.8
GHPX,30.9
GHPY,30.9
GHPZ,25.9
GHQR,25.9
GHQS,28.5
GHQT,25.4
GHQU,27.0
GHQW,26.0
GHQX,28.1
GHQY,26.6
GHQZ,26.2
GHRR,25.3
GHRS,28.4
GHRU,26.2
GHRW,26.7
GHRX,27.2
GHRY,26.6
GHRZ,26.3
GHSS,30.9
GHST,26.8
GHSU,30.9
GHSV,28.0
GHSW,30.9
GHSX,30.9
GHSY,30.9
GHSZ,30.9
GHTT,24.2
GHTU,26.3
GHTV,25.3
GHTW,25.0
GHTX,24.2
GHTY,21.3
GHTZ,25.9
GHUV,24.7
GHUW,30.9
GHUX,30.9
GHUY,30.9
GHUZ,25.1
GHVW,25.2
GHVX,26.3
GHVY,26.8
GHVZ,25.0
GHWX,30.9
GHWY,30.9
GHWZ,27.2
GHXY,30.9
GHXZ,30.9
GHYZ,30.9
GIIK,26.8
GIIM,26.0
GIIP,28.2
GIIS,27.2
GIIX,26.4
GIIY,27.4
GIJK,24.9
GIJL,25.9
GIJM,27.8
GIJO,28.5
GIJP,26.8
GIJQ,25.7
GIJS,25.9
GIJT,25.9
GIJV,25.8
GIJW,25.5
GIJX,25.9
GIJY,25.9
GIJZ,26.3
GIKL,25.8
GIKM,31.4
GIKN,26.6
GIKO,28.7
GIKP,33.3
GIKQ,25.2
GIKR,26.0
GIKS,30.9
GIKT,25.7
GIKU,27.9
GIKV,26.2
GIKW,22.8
GIKX,30.9
GIKY,30.9
GIKZ,26.1
GILM,27.3
GILO,27.1
GILP,27.8
GILS,27.5
GILT,25.8
GILW,26.1
GILX,26.7
GILY,25.6
GILZ,26.0
GIMN,26.8
GIMO,27.3
GIMP,30.4
GIMQ,25.8
GIMR,26.8
GIMS,24.5
GIMT,25.7
GIMU,27.1
GIMW,24.4
GIMX,24.5
GIMY,24.5
GIMZ,28.8
GINP,26.3
GINS,26.2
GINX,27.0
GINY,27.0
GINZ,26.9
GIOP,28.5
GIOR,27.9
GIOS,27.9
GIOW,28.2
GIOX,27.8
GIOY,29.8
GIOZ,27.0
GIPR,26.4
GIPS,33.9
GIPT,25.8
GIPU,28.2
GIPV,25.8
GIPW,26.3
GIPX,33.3
GIPY,33.3
GIPZ,28.8
GIQS,26.3
GIQW,26.2
GIQX,27.2
GIQY,26.0
GIRS,27.4
GIRW,27.1
GIRX,26.9
GIRY,26.3
GIRZ,26.2
GISS,30.9
GIST,25.9
GISU,27.6
GISV,26.8
GISW,22.8
GISX,30.9
GISY,30.9
GISZ,26.8
GITT,24.8
GITW,26.0
GITX,25.2
GITY,24.9
GITZ,26.1
GIUW,26.8
GIUX,27.2
GIUY,27.8
GIUZ,26.4
GIVW,25.3
GIVX,26.2
GIVY,26.4
GIWX,22.8
GIWY,22.8
GIWZ,26.5
GIXY,30.9
GIXZ,26.8
GIYZ,27.9
GJKL,24.1
GJKM,28.5
GJKO,24.8
GJKP,24.1
GJKS,23.6
GJKT,25.6
GJKU,26.0
GJKW,24.4
GJKX,24.2
GJKY,23.6
GJKZ,26.1
GJLO,25.7
GJLS,25.5
GJLU,25.4
GJLW,24.7
GJLX,25.8
GJLY,23.6
GJMO,29.2
GJMP,28.0
GJMS,31.0
GJMT,27.7
GJMU,30.9
GJMV,26.0
GJMW,27.5
GJMX,30.1
GJMY,31.0
GJMZ,29.5
GJNS,26.6
GJNU,25.7
GJNY,26.8
GJOO,26.5
GJOP,25.5
GJOR,27.7
GJOS,25.9
GJOT,26.4
GJOU,29.0
GJOV,26.2
GJOW,24.1
GJOX,26.1
GJOY,25.9
GJOZ,27.2
GJPQ,24.8
GJPR,25.6
GJPS,26.7
GJPU,26.6
GJPW,23.6
GJPX,25.0
GJPY,24.6
GJPZ,27.0
GJQS,26.6
GJQU,25.8
GJQW,26.2
GJQX,26.4
GJQY,25.6
GJRS,26.6
GJRW,26.5
GJRX,26.3
GJRY,26.0
GJSS,30.9
GJST,27.3
GJSU,30.8
GJSV,25.1
GJSW,23.0
GJSX,26.5
GJSY,30.9
GJSZ,27.5
GJTU,26.6
GJTX,26.6
GJTY,26.0
GJUV,24.0
GJUW,26.1
GJUX,29.4
GJUY,30.8
GJUZ,27.6
GJVX,24.8
GJVY,23.5
GJWX,23.9
GJWY,23.0
GJWZ,26.9
GJXY,26.5
GJXZ,27.4
GJYZ,27.5
GKLM,26.5
GKLO,24.8
GKLP,26.5
GKLS,25.3
GKLT,24.3
GKLU,24.0
GKLW,23.9
GKLX,25.3
GKLY,21.6
GKLZ,24.4
GKMO,32.9
GKMP,38.3
GKMQ,27.3
GKMR,26.5
GKMS,38.3
GKMT,26.7
GKMU,38.3
GKMV,27.0
GKMW,32.8
GKMX,38.3
GKMY,38.3
GKMZ,30.3
GKNN,25.6
GKNO,27.9
GKNP,26.8
GKNS,27.8
GKNU,26.6
GKNW,25.9
GKNX,27.1
GKNY,28.4
GKOO,27.0
GKOP,27.1
GKOQ,25.2
GKOR,27.8
GKOS,27.5
GKOT,26.7
GKOU,28.4
GKOW,27.5
GKOX,27.5
GKOY,27.5
GKOZ,25.9
GKPQ,24.8
GKPR,25.0
GKPS,35.0
GKPT,25.5
GKPU,30.9
GKPV,24.4
GKPW,22.8
GKPX,30.9
GKPY,30.9
GKPZ,25.5
GKQS,25.9
GKQU,25.5
GKQW,24.8
GKQX,27.0
GKQY,25.0
GKQZ,25.4
GKRS,25.6
GKRU,24.9
GKRW,24.8
GKRX,25.3
GKRY,24.4
GKSS,30.9
GKST,26.6
GKSU,30.9
GKSV,26.5
GKSW,30.9
GKSX,30.9
GKSY,30.9
GKSZ,25.3
GKTT,25.1
GKTU,26.4
GKTW,25.5
GKTX,26.2
GKTY,23.8
GKTZ,26.5
GKUV,24.3
GKUW,30.9
GKUX,30.9
GKUY,30.9
GKUZ,25.2
GKVW,25.0
GKVX,25.7
GKVY,25.7
GKWX,30.9
GKWY,30.9
GKWZ,25.8
GKXY,30.9
GKXZ,25.3
GKYZ,25.3
GLMO,27.2
GLMP,27.1
GLMS,28.4
GLMU,26.9
GLMW,26.9
GLMX,28.0
GLMY,26.2
GLMZ,27.3
GLNY,24.5
GLOO,27.1
GLOP,27.3
GLOQ,25.3
GLOS,28.1
GLOU,27.3
GLOV,26.5
GLOW,26.7
GLOX,27.7
GLOY,24.9
GLOZ,26.2
GLPU,26.9
GLPW,26.7
GLPX,28.9
GLPY,26.6
GLPZ,26.5
GLQS,25.9
GLQY,24.0
GLRY,25.6
GLSS,30.1
GLST,26.5
GLSU,27.8
GLSV,26.9
GLSW,27.6
GLSX,29.1
GLSY,27.1
GLSZ,28.0
GLTU,25.8
GLTW,24.8
GLUV,24.2
GLUW,25.8
GLUX,27.4
GLUY,24.4
GLUZ,25.4
GLVY,24.7
GLWX,26.4
GLWY,24.8
GLWZ,25.5
GLXY,26.8
GLXZ,26.4
GLYZ,25.0
GMNO,28.8
GMNP,27.9
GMNS,29.2
GMNU,27.1
GMNW,26.7
GMNX,27.8
GMNY,29.1
GMOO,26.9
GMOP,26.9
GMOQ,26.4
GMOR,29.1
GMOS,30.9
GMOT,26.5
GMOU,29.3
GMOV,27.2
GMOW,27.3
GMOX,30.9
GMOY,30.9
GMOZ,33.8
GMPQ,26.2
GMPR,27.3
GMPS,35.0
GMPT,25.7
GMPU,30.9
GMPV,24.6
GMPW,24.3
GMPX,30.9
GMPY,30.9
GMPZ,31.2
GMQS,27.8
GMQU,26.8
GMQX,27.5
GMQY,26.6
GMQZ,27.4
GMRR,26.4
GMRS,28.6
GMRU,26.2
GMRW,27.6
GMRX,27.8
GMRY,27.4
GMSS,30.9
GMST,27.2
GMSU,30.9
GMSV,27.1
GMSW,27.3
GMSX,30.9
GMSY,30.9
GMSZ,33.8
GMTT,25.1
GMTU,26.2
GMTW,26.4
GMTX,25.1
GMTY,24.2
GMTZ,27.3
GMUV,25.1
GMUW,27.3
GMUX,30.9
GMUY,30.9
GMUZ,28.6
GMVW,25.2
GMVX,26.1
GMVY,25.7
GMVZ,26.2
GMWX,27.3
GMWY,27.3
GMWZ,30.5
GMXY,30.9
GMXZ,33.8
GMYZ,33.8
GNNP,24.2
GNNS,24.9
GNNX,24.1
GNNY,24.5
GNOP,26.7
GNOS,27.6
GNOW,26.7
GNOX,26.9
GNOY,28.0
GNOZ,28.1
GNPS,26.9
GNPU,25.9
GNPX,26.0
GNPY,26.9
GNPZ,27.3
GNSS,27.7
GNSU,26.5
GNSW,26.4
GNSX,26.5
GNSY,28.5
GNSZ,30.0
GNTY,25.9
GNUW,24.8
GNUX,25.5
GNUY,26.6
GNVY,25.6
GNWX,24.3
GNWY,25.8
GNWZ,26.7
GNXY,27.0
GNXZ,27.2
GNYZ,28.3
GOOO,26.9
GOOP,26.9
GOOS,26.9
GOOT,26.4
GOOV,26.9
GOOW,26.9
GOOX,26.9
GOOY,26.9
GOOZ,26.9
GOPQ,25.6
GOPS,29.6
GOPT,25.5
GOPU,28.8
GOPW,24.8
GOPX,26.9
GOPY,26.9
GOPZ,26.6
GOQS,26.5
GOQW,25.5
GOQX,26.5
GOQY,25.5
GOQZ,26.0
GORR,27.6
GORS,29.9
GORW,29.1
GORX,29.0
GORY,29.2
GORZ,27.7
GOSS,30.9
GOST,26.2
GOSU,29.3
GOSV,28.3
GOSW,30.9
GOSX,30.9
GOSY,30.9
GOSZ,30.9
GOTT,25.4
GOTU,27.0
GOTW,25.9
GOTX,24.9
GOTY,25.0
GOTZ,25.8
GOUV,26.8
GOUW,29.3
GOUX,29.3
GOUY,29.3
GOUZ,28.1
GOVW,26.6
GOVX,27.3
GOVY,28.1
GOVZ,25.4
GOWX,30.9
GOWY,30.9
GOWZ,27.2
GOXY,30.9
GOXZ,30.9
GOYZ,30.9
GPQS,27.6
GPQT,24.8
GPQU,26.2
GPQW,25.7
GPQX,27.3
GPQY,25.6
GPQZ,26.0
GPRS,28.0
GPRU,25.4
GPRW,26.6
GPRX,27.0
GPRY,26.3
GPSS,35.0
GPST,27.1
GPSU,35.0
GPSV,25.7
GPSW,26.8
GPSX,35.0
GPSY,35.0
GPSZ,30.4
GPTT,24.9
GPTU,25.9
GPTX,25.1
GPTY,24.1
GPTZ,26.0
GPUV,23.7
GPUW,22.8
GPUX,30.9
GPUY,30.9
GPUZ,25.3
GPVW,24.1
GPVX,24.1
GPVY,23.7
GPVZ,24.6
GPWX,22.8
GPWY,22.8
GPWZ,24.6
GPXY,30.9
GPXZ,25.9
GPYZ,25.9
GQSS,28.6
GQST,25.8
GQSU,27.3
GQSV,25.7
GQSW,26.4
GQSX,28.2
GQSY,27.1
GQSZ,27.3
GQTY,24.2
GQUW,26.2
GQUX,27.0
GQUY,26.3
GQUZ,25.5
GQVY,24.6
GQWX,26.6
GQWY,25.4
GQWZ,26.7
GQXY,27.3
GQXZ,27.1
GQYZ,25.7
GRRS,26.6
GRRU,25.1
GRRW,25.3
GRRX,25.8
GRRY,25.1
GRSS,29.7
GRSU,26.8
GRSW,27.8
GRSX,28.3
GRSY,28.1
GRSZ,27.7
GRUW,25.7
GRUX,26.4
GRUY,25.4
GRVY,25.7
GRWX,26.4
GRWY,26.3
GRWZ,26.4
GRXY,26.9
GRXZ,26.8
GRYZ,26.0
GSST,28.7
GSSU,30.9
GSSV,29.1
GSSW,30.9
GSSX,30.9
GSSY,30.9
GSSZ,30.9
GSTT,25.8
GSTU,27.2
GSTW,27.5
GSTX,25.9
GSTY,24.7
GSTZ,27.1
GSUV,25.4
GSUW,30.9
GSUX,30.9
GSUY,30.9
GSUZ,25.1
GSVW,25.7
GSVX,27.1
GSVY,29.1
GSVZ,25.6
GSWX,30.9
GSWY,30.9
GSWZ,27.2
GSXY,30.9
GSXZ,30.9
GSYZ,30.9
GTTW,24.8
GTTX,24.5
GTTY,22.8
GTTZ,25.5
GTUW,25.8
GTUX,25.2
GTUY,24.8
GTUZ,25.9
GTVX,24.8
GTVY,23.8
GTWX,24.9
GTWY,24.1
GTWZ,26.1
GTXY,22.7
GTXZ,25.7
GTYZ,24.9
GUVW,24.1
GUVX,25.4
GUVY,23.8
GUWX,30.9
GUWY,30.9
GUWZ,25.6
GUXY,30.9
GUXZ,25.1
GUYZ,25.1
GVWX,24.7
GVWY,24.6
GVXY,25.9
GVXZ,25.4
GVYZ,24.7
GWXY,30.9
GWXZ,27.2
GWYZ,27.2
GXYZ,30.9
HIII,23.8
HIIJ,26.0
HIIK,25.9
HIIL,26.1
HIIM,24.0
HIIN,25.4
HIIO,26.1
HIIP,25.9
HIIR,26.9
HIIS,26.7
HIIU,24.7
HIIV,25.4
HIIW,25.2
HIIX,24.9
HIIY,27.5
HIIZ,28.2
HIJK,30.9
HIJL,27.3
HIJM,30.9
HIJN,26.0
HIJO,30.8
HIJP,30.9
HIJQ,25.3
HIJR,27.2
HIJS,30.9
HIJT,26.9
HIJU,26.0
HIJV,27.8
HIJW,29.2
HIJX,25.1
HIJY,30.9
HIJZ,24.9
HIKL,28.3
HIKM,30.9
HIKN,28.1
HIKO,29.9
HIKP,30.9
HIKQ,24.8
HIKR,29.9
HIKS,30.9
HIKT,27.1
HIKU,28.4
HIKV,27.3
HIKW,30.9
HIKX,30.9
HIKY,30.9
HIKZ,30.9
HILM,29.6
HILO,27.1
HILP,27.2
HILQ,25.3
HILS,27.2
HILT,27.9
HILU,23.5
HILV,27.4
HILW,26.8
HILX,25.6
HILY,27.2
HILZ,25.6
HIMN,25.7
HIMO,26.9
HIMP,30.9
HIMQ,24.4
HIMR,29.6
HIMS,30.9
HIMT,28.9
HIMU,25.8
HIMV,26.8
HIMW,30.9
HIMX,30.9
HIMY,30.9
HIMZ,30.9
HINN,25.3
HINO,28.9
HINP,27.2
HINQ,26.8
HINS,25.6
HINT,26.5
HINV,27.6
HINW,26.4
HINX,29.4
HINY,27.3
HINZ,27.3
HIOO,28.6
HIOP,30.9
HIOQ,25.2
HIOR,28.9
HIOS,28.8
HIOT,28.5
HIOU,27.8
HIOV,28.9
HIOW,30.9
HIOX,30.9
HIOY,35.8
HIOZ,25.1
HIPQ,27.5
HIPR,27.4
HIPS,30.9
HIPT,25.0
HIPU,27.3
HIPV,26.6
HIPW,30.9
HIPX,30.9
HIPY,30.9
HIPZ,30.9
HIQR,26.5
HIQS,23.2
HIQT,26.3
HIQU,26.3
HIQW,26.9
HIQX,27.2
HIQY,25.4
HIQZ,25.0
HIRR,26.7
HIRS,31.1
HIRT,28.3
HIRU,27.3
HIRW,29.8
HIRX,29.4
HIRY,29.4
HIRZ,28.2
HISS,30.9
HIST,26.4
HISU,26.8
HISV,27.5
HISW,30.9
HISX,30.9
HISY,30.9
HISZ,30.9
HITT,25.1
HITU,26.4
HITV,26.6
HITW,28.9
HITX,27.1
HITY,27.3
HITZ,27.2
HIUV,24.7
HIUW,25.7
HIUX,24.9
HIUY,28.2
HIUZ,24.9
HIVW,25.7
HIVX,27.2
HIVY,27.3
HIVZ,27.4
HIWX,30.9
HIWY,30.9
HIWZ,32.3
HIXY,30.9
HIXZ,30.9
HIYZ,31.0
HJKL,27.0
HJKM,28.7
HJKN,27.4
HJKO,30.9
HJKP,30.9
HJKQ,25.4
HJKR,29.3
HJKS,30.9
HJKT,27.3
HJKU,30.9
HJKV,26.7
HJKW,31.9
HJKX,30.9
HJKY,30.9
HJKZ,27.7
HJLM,28.6
HJLN,25.6
HJLO,29.4
HJLP,26.4
HJLQ,25.9
HJLR,27.1
HJLS,30.9
HJLT,27.4
HJLU,25.2
HJLV,25.1
HJLW,25.2
HJLX,26.3
HJLY,30.9
HJLZ,26.7
HJMN,27.6
HJMO,30.9
HJMP,30.2
HJMQ,30.3
HJMR,29.9
HJMS,30.9
HJMT,31.7
HJMU,30.9
HJMV,27.8
HJMW,30.9
HJMX,30.9
HJMY,30.9
HJMZ,30.6
HJNN,26.0
HJNO,28.4
HJNP,27.2
HJNS,29.3
HJNT,27.4
HJNU,25.8
HJNW,26.1
HJNX,27.4
HJNY,28.3
HJNZ,27.6
HJOO,30.9
HJOP,30.9
HJOQ,26.8
HJOR,30.4
HJOS,30.9
HJOT,31.3
HJOU,30.9
HJOV,30.0
HJOW,30.9
HJOX,30.9
HJOY,30.9
HJOZ,30.9
HJPQ,25.2
HJPR,27.0
HJPS,30.9
HJPT,23.7
HJPU,30.9
HJPV,24.5
HJPW,30.9
HJPX,30.9
HJPY,30.9
HJPZ,34.0
HJQR,27.4
HJQS,29.1
HJQT,27.5
HJQU,24.6
HJQV,26.0
HJQW,29.4
HJQX,27.2
HJQY,28.2
HJQZ,27.9
HJRR,26.2
HJRS,29.8
HJRU,27.8
HJRV,26.0
HJRW,29.5
HJRX,28.8
HJRY,30.4
HJRZ,28.0
HJSS,30.9
HJST,30.7
HJSU,30.9
HJSV,29.5
HJSW,30.9
HJSX,30.9
HJSY,30.9
HJSZ,30.9
HJTT,26.3
HJTU,28.4
HJTV,26.5
HJTW,27.1
HJTX,32.2
HJTY,32.4
HJTZ,28.0
HJUV,23.6
HJUW,30.9
HJUX,30.9
HJUY,30.9
HJUZ,29.6
HJVW,25.0
HJVX,27.1
HJVY,26.0
HJVZ,25.1
HJWX,30.9
HJWY,30.9
HJWZ,33.7
HJXY,30.9
HJXZ,30.9
HJYZ,30.9
HKLM,27.6
HKLN,27.4
HKLO,27.3
HKLP,38.4
HKLQ,25.2
HKLR,26.2
HKLS,30.9
HKLT,26.0
HKLU,24.3
HKLV,26.7
HKLW,20.9
HKLX,24.5
HKLY,30.9
HKLZ,23.3
HKMN,31.5
HKMO,30.9
HKMP,30.9
HKMQ,29.4
HKMR,29.7
HKMS,30.9
HKMT,28.5
HKMU,30.9
HKMV,30.1
HKMW,30.9
HKMX,30.9
HKMY,30.9
HKMZ,30.9
HKNN,28.7
HKNO,31.5
HKNP,30.0
HKNS,35.5
HKNT,28.3
HKNU,29.5
HKNV,26.4
HKNW,29.3
HKNX,32.4
HKNY,35.5
HKNZ,30.1
HKOO,30.9
HKOP,30.9
HKOQ,26.9
HKOR,34.8
HKOS,30.9
HKOT,32.6
HKOU,25.8
HKOV,26.7
HKOW,30.9
HKOX,30.9
HKOY,30.9
HKOZ,30.9
HKPQ,28.1
HKPR,30.9
HKPS,30.9
HKPT,30.9
HKPU,30.9
HKPV,22.8
HKPW,30.9
HKPX,30.9
HKPY,30.9
HKPZ,30.9
HKQR,27.0
HKQS,33.2
HKQT,27.8
HKQU,26.6
HKQV,25.4
HKQW,26.5
HKQX,31.8
HKQY,33.2
HKQZ,26.8
HKRR,27.3
HKRS,37.7
HKRT,27.3
HKRU,30.4
HKRV,26.8
HKRW,26.8
HKRX,30.3
HKRY,37.7
HKRZ,27.0
HKSS,30.9
HKST,30.9
HKSU,30.9
HKSV,30.9
HKSW,30.9
HKSX,30.9
HKSY,30.9
HKSZ,30.9
HKTT,28.3
HKTU,29.0
HKTV,25.9
HKTW,27.8
HKTX,33.4
HKTY,30.9
HKTZ,29.2
HKUV,21.3
HKUW,30.9
HKUX,30.9
HKUY,30.9
HKUZ,30.9
HKVW,23.2
HKVX,25.5
HKVY,30.9
HKVZ,25.7
HKWX,30.9
HKWY,30.9
HKWZ,30.9
HKXY,30.9
HKXZ,30.9
HKYZ,30.9
HLMN,25.7
HLMO,30.9
HLMP,23.6
HLMQ,25.6
HLMR,27.9
HLMS,30.9
HLMT,28.4
HLMU,30.9
HLMV,25.6
HLMW,30.9
HLMX,30.9
HLMY,30.9
HLMZ,26.5
HLNN,23.7
HLNO,26.0
HLNP,26.8
HLNS,27.9
HLNU,25.9
HLNV,25.4
HLNW,25.1
HLNX,26.0
HLNY,23.5
HLNZ,26.6
HLOO,28.5
HLOP,30.9
HLOQ,26.4
HLOR,27.1
HLOS,30.9
HLOT,26.0
HLOU,26.3
HLOV,27.6
HLOW,28.4
HLOX,30.9
HLOY,30.9
HLOZ,27.9
HLPQ,27.8
HLPR,26.8
HLPS,35.0
HLPT,26.6
HLPU,24.9
HLPV,25.5
HLPW,30.6
HLPX,35.0
HLPY,30.9
HLPZ,24.4
HLQS,26.8
HLQT,26.2
HLQU,26.0
HLQW,24.8
HLQX,27.1
HLQY,24.3
HLQZ,25.2
HLRR,25.1
HLRS,27.2
HLRT,26.7
HLRU,25.4
HLRW,25.5
HLRX,26.8
HLRY,26.4
HLRZ,26.4
HLSS,30.9
HLST,31.1
HLSU,30.9
HLSV,29.4
HLSW,30.9
HLSX,30.9
HLSY,30.9
HLSZ,39.2
HLTT,25.8
HLTU,29.0
HLTW,25.9
HLTX,27.7
HLTY,22.8
HLTZ,26.9
HLUV,23.7
HLUW,23.2
HLUX,30.9
HLUY,30.9
HLUZ,23.0
HLVW,26.7
HLVX,26.3
HLVY,26.6
HLVZ,25.3
HLWX,17.4
HLWY,30.9
HLWZ,22.1
HLXY,30.9
