,47.5
BRRU,26.7
BRRW,26.6
BRRX,27.7
BRRY,26.7
BRRZ,27.2
BRSS,30.9
BRST,27.8
BRSU,29.4
BRSV,27.7
BRSW,28.0
BRSX,31.3
BRSY,30.4
BRSZ,30.4
BRTX,27.0
BRTY,27.5
BRUV,26.1
BRUW,27.7
BRUX,29.7
BRUY,29.3
BRUZ,27.5
BRVY,26.8
BRWX,28.1
BRWY,28.3
BRWZ,28.5
BRXY,31.1
BRXZ,29.7
BRYZ,28.9
BSST,28.6
BSSU,30.9
BSSV,33.6
BSSW,30.9
BSSX,30.9
BSSY,30.9
BSSZ,30.9
BSTT,25.5
BSTU,27.5
BSTV,26.6
BSTW,30.3
BSTX,27.2
BSTY,28.6
BSTZ,28.4
BSUV,25.0
BSUW,30.9
BSUX,30.9
BSUY,30.9
BSUZ,30.9
BSVW,27.1
BSVX,31.6
BSVY,28.1
BSVZ,27.7
BSWX,30.9
BSWY,30.9
BSWZ,30.9
BSXY,30.9
BSXZ,30.9
BSYZ,30.9
BTTU,25.1
BTTW,27.1
BTTX,24.4
BTTY,23.7
BTTZ,26.3
BTUW,28.3
BTUX,25.5
BTUY,26.5
BTUZ,26.7
BTVX,25.6
BTVY,24.8
BTVZ,26.0
BTWX,28.4
BTWY,29.3
BTWZ,28.6
BTXY,24.4
BTXZ,27.6
BTYZ,28.0
BUVW,24.0
BUVX,26.6
BUVY,22.2
BUVZ,25.2
BUWX,30.9
BUWY,30.9
BUWZ,30.9
BUXY,30.9
BUXZ,30.9
BUYZ,30.9
BVWX,26.2
BVWY,25.2
BVWZ,26.1
BVXY,28.0
BVXZ,27.1
BVYZ,25.4
BWXY,30.9
BWXZ,30.9
BWYZ,30.9
BXYZ,30.9
CDEE,29.3
CDEF,26.9
CDEG,26.1
CDEH,25.9
CDEI,28.2
CDEJ,25.9
CDEK,29.2
CDEL,27.7
CDEM,26.2
CDEN,27.8
CDEO,30.3
CDEP,26.4
CDEQ,26.2
CDES,25.9
CDEU,26.8
CDEV,25.5
CDEW,27.9
CDEX,27.7
CDEY,25.9
CDEZ,27.4
CDFG,25.4
CDFH,25.6
CDFI,25.8
CDFJ,25.9
CDFK,28.4
CDFL,26.8
CDFM,25.4
CDFO,25.6
CDFP,27.7
CDFS,25.6
CDFT,26.8
CDFU,25.4
CDFV,24.4
CDFW,26.7
CDFX,27.8
CDFY,25.6
CDFZ,26.0
CDGH,25.5
CDGI,26.3
CDGK,26.5
CDGL,24.6
CDGM,25.5
CDGO,24.6
CDGS,25.8
CDGU,26.1
CDGW,25.0
CDGX,26.6
CDGY,25.6
CDGZ,26.6
CDHI,29.6
CDHJ,25.2
CDHK,30.9
CDHL,26.9
CDHM,26.4
CDHN,27.5
CDHO,30.9
CDHP,26.6
CDHQ,27.3
CDHR,27.5
CDHS,30.9
CDHT,26.7
CDHU,25.1
CDHV,25.0
CDHW,29.1
CDHX,31.2
CDHY,30.9
CDHZ,25.7
CDII,27.4
CDIJ,26.7
CDIK,30.5
CDIL,25.2
CDIM,25.8
CDIN,26.3
CDIO,28.9
CDIP,27.2
CDIQ,25.4
CDIS,29.6
CDIT,27.0
CDIU,27.7
CDIV,25.7
CDIW,26.8
CDIX,31.0
CDIY,28.7
CDIZ,25.5
CDJK,28.9
CDJL,26.5
CDJM,25.8
CDJO,28.9
CDJP,27.3
CDJQ,26.2
CDJR,26.7
CDJS,25.2
CDJU,25.8
CDJW,24.9
CDJX,26.4
CDJY,25.5
CDJZ,27.9
CDKM,29.5
CDKO,30.9
CDKP,28.7
CDKR,27.4
CDKS,30.9
CDKT,26.9
CDKU,28.6
CDKV,26.6
CDKW,30.4
CDKX,31.0
CDKY,30.9
CDKZ,28.3
CDLM,25.4
CDLO,28.9
CDLP,26.5
CDLS,28.3
CDLW,25.1
CDLX,28.0
CDLY,27.4
CDMO,26.4
CDMP,27.1
CDMQ,26.2
CDMS,26.4
CDMU,26.2
CDMV,26.1
CDMW,27.1
CDMX,27.6
CDMY,26.4
CDMZ,26.0
CDNO,27.2
CDNS,28.4
CDNU,26.5
CDNW,25.5
CDNY,26.6
CDOO,30.2
CDOP,26.6
CDOQ,26.4
CDOR,28.1
CDOS,30.9
CDOT,25.8
CDOU,27.4
CDOV,26.4
CDOW,29.1
CDOX,31.2
CDOY,30.9
CDOZ,25.7
CDPQ,25.6
CDPS,27.0
CDPT,25.3
CDPU,26.1
CDPW,26.9
CDPX,27.6
CDPY,26.6
CDPZ,26.9
CDQS,27.0
CDQU,25.1
CDQW,26.5
CDQX,27.2
CDQY,26.2
CDQZ,27.0
CDRR,26.6
CDRS,28.1
CDRW,27.1
CDRX,27.5
CDRY,28.1
CDSS,30.9
CDST,27.9
CDSU,25.1
CDSV,25.9
CDSW,29.1
CDSX,31.2
CDSY,30.9
CDSZ,29.9
CDTT,25.9
CDTU,27.2
CDTW,26.8
CDTX,27.3
CDTY,26.0
CDTZ,27.3
CDUV,24.9
CDUW,26.4
CDUX,28.1
CDUY,25.1
CDUZ,26.2
CDVX,25.8
CDVY,26.6
CDVZ,25.6
CDWX,30.1
CDWY,29.1
CDWZ,25.5
CDXY,31.2
CDXZ,27.4
CDYZ,26.4
CEEE,28.4
CEEF,29.2
CEEH,28.8
CEEJ,28.1
CEEK,29.4
CEEM,28.5
CEEP,29.2
CEES,28.8
CEET,28.4
CEEW,29.9
CEEX,28.9
CEEY,28.8
CEFG,26.4
CEFH,29.7
CEFI,29.2
CEFJ,26.7
CEFK,30.0
CEFL,28.0
CEFM,26.7
CEFN,27.0
CEFO,29.6
CEFP,30.2
CEFQ,27.6
CEFR,27.2
CEFS,29.7
CEFU,27.3
CEFW,28.6
CEFX,29.2
CEFY,29.7
CEFZ,28.4
CEGH,27.3
CEGI,27.6
CEGJ,25.9
CEGK,26.6
CEGL,26.6
CEGM,27.1
CEGO,29.1
CEGP,26.2
CEGS,27.4
CEGV,25.5
CEGW,26.8
CEGX,27.7
CEGY,27.4
CEGZ,26.9
CEHI,28.4
CEHJ,26.8
CEHK,30.6
CEHL,28.9
CEHM,26.1
CEHN,28.9
CEHO,30.4
CEHP,30.9
CEHQ,26.8
CEHR,28.9
CEHS,30.9
CEHT,28.0
CEHU,27.3
CEHV,25.4
CEHW,28.9
CEHX,30.9
CEHY,30.9
CEHZ,29.6
CEIK,29.3
CEIM,27.2
CEIP,28.6
CEIS,28.8
CEIW,28.9
CEIX,28.7
CEIY,28.5
CEIZ,28.6
CEJK,28.9
CEJL,27.1
CEJM,26.6
CEJO,31.1
CEJP,28.9
CEJR,26.6
CEJS,26.8
CEJT,27.9
CEJU,27.3
CEJV,25.9
CEJW,26.2
CEJX,26.8
CEJY,26.8
CEJZ,27.3
CEKM,29.6
CEKN,28.7
CEKO,30.6
CEKP,30.5
CEKQ,26.4
CEKR,27.4
CEKS,30.6
CEKT,28.6
CEKU,27.1
CEKV,26.2
CEKW,29.3
CEKX,30.6
CEKY,30.6
CEKZ,30.1
CELM,26.4
CELO,30.1
CELP,28.2
CELS,29.5
CELU,27.5
CELW,26.2
CELX,28.5
CELY,29.1
CELZ,29.1
CEMN,28.7
CEMO,31.6
CEMP,28.6
CEMQ,26.8
CEMR,28.1
CEMS,26.1
CEMU,26.7
CEMV,26.5
CEMW,28.2
CEMX,26.1
CEMY,26.1
CEMZ,27.1
CENP,28.0
CENS,29.8
CENW,27.6
CENX,27.6
CENY,29.4
CENZ,28.0
CEOO,30.4
CEOP,31.5
CEOR,30.4
CEOS,30.4
CEOW,30.5
CEOX,30.4
CEOY,31.0
CEOZ,30.8
CEPQ,25.5
CEPR,28.2
CEPS,28.5
CEPT,26.2
CEPU,27.6
CEPV,25.8
CEPW,28.9
CEPX,30.9
CEPY,30.9
CEPZ,30.6
CEQS,27.4
CEQU,26.3
CEQX,27.4
CEQY,27.5
CEQZ,27.8
CERS,28.4
CERU,28.0
CERW,28.6
CERX,28.5
CERY,29.3
CERZ,28.8
CESS,30.9
CEST,28.4
CESU,26.7
CESV,26.4
CESW,28.9
CESX,30.9
CESY,30.9
CESZ,36.1
CETT,27.0
CETU,27.4
CETW,29.0
CETX,28.1
CETY,27.8
CETZ,28.4
CEUX,27.2
CEUY,27.4
CEUZ,27.4
CEVX,25.7
CEVY,27.4
CEVZ,25.8
CEWX,28.9
CEWY,28.9
CEWZ,27.4
CEXY,30.9
CEXZ,28.5
CEYZ,29.1
CFGH,26.0
CFGI,26.2
CFGK,25.4
CFGM,25.5
CFGO,24.8
CFGS,26.2
CFGU,26.5
CFGW,25.1
CFGX,27.1
CFGY,26.1
CFGZ,26.4
CFHI,24.1
CFHJ,25.1
CFHK,30.1
CFHL,27.4
CFHM,24.8
CFHN,25.2
CFHO,30.9
CFHP,31.2
CFHQ,26.9
CFHR,26.3
CFHS,30.9
CFHT,27.4
CFHU,30.9
CFHV,23.7
CFHW,27.1
CFHX,28.9
CFHY,30.9
CFHZ,27.0
CFII,27.3
CFIJ,26.6
CFIK,26.1
CFIL,25.4
CFIM,23.8
CFIN,25.9
CFIO,26.8
CFIP,26.5
CFIS,24.1
CFIT,27.4
CFIU,27.4
CFIV,25.0
CFIW,25.7
CFIX,28.3
CFIY,25.3
CFIZ,25.5
CFJK,27.4
CFJL,26.1
CFJM,25.5
CFJO,28.8
CFJP,27.4
CFJQ,26.4
CFJR,25.4
CFJS,25.1
CFJU,25.8
CFJW,25.1
CFJX,26.7
CFJY,25.3
CFJZ,27.3
CFKL,26.7
CFKM,27.7
CFKN,25.9
CFKO,30.1
CFKP,30.5
CFKQ,26.6
CFKS,30.1
CFKT,26.6
CFKU,30.1
CFKV,25.5
CFKW,28.1
CFKX,29.2
CFKY,30.1
CFKZ,27.8
CFLM,25.4
CFLO,28.9
CFLP,27.7
CFLS,28.2
CFLU,26.7
CFLW,25.6
CFLY,27.1
CFLZ,27.6
CFMO,24.8
CFMP,27.3
CFMQ,26.5
CFMS,24.8
CFMU,25.6
CFMV,25.4
CFMW,25.7
CFMX,26.9
CFMY,24.8
CFMZ,25.9
CFNO,26.3
CFNP,26.2
CFNS,26.9
CFNU,25.2
CFNY,24.8
CFNZ,26.1
CFOO,37.0
CFOP,31.2
CFOQ,25.9
CFOR,27.2
CFOS,30.9
CFOT,26.9
CFOU,26.2
CFOV,25.9
CFOW,27.1
CFOX,28.9
CFOY,30.9
CFOZ,27.0
CFPQ,26.1
CFPR,27.7
CFPS,29.9
CFPT,26.0
CFPU,31.2
CFPV,25.8
CFPW,28.5
CFPX,29.5
CFPY,31.2
CFPZ,28.9
CFQS,27.4
CFQU,26.0
CFQW,27.1
CFQY,26.6
CFQZ,27.4
CFRS,26.5
CFRU,26.7
CFRX,27.0
CFRY,26.5
CFSS,30.9
CFST,27.8
CFSU,30.9
CFSV,24.5
CFSW,27.1
CFSX,28.9
CFSY,30.9
CFSZ,30.9
CFTT,26.7
CFTU,27.5
CFTW,27.8
CFTX,27.9
CFTY,27.1
CFUV,23.0
CFUW,26.8
CFUX,29.5
CFUY,30.9
CFUZ,27.4
CFVW,24.4
CFVX,25.6
CFVY,24.9
CFWX,28.2
CFWY,27.1
CFWZ,26.1
CFXY,28.9
CFXZ,28.0
CFYZ,27.4
CGHI,28.1
CGHJ,25.5
CGHK,26.8
CGHL,24.7
CGHM,28.2
CGHO,25.8
CGHP,26.5
CGHQ,26.5
CGHR,25.7
CGHS,30.5
CGHT,26.1
CGHU,29.0
CGHV,25.0
CGHW,25.3
CGHX,30.4
CGHY,30.0
CGHZ,27.5
CGII,27.5
CGIJ,26.2
CGIK,26.7
CGIL,25.5
CGIM,26.5
CGIN,25.8
CGIO,27.5
CGIP,27.5
CGIS,28.1
CGIW,25.5
CGIX,29.0
CGIY,27.9
CGIZ,26.6
CGJK,25.5
CGJM,26.6
CGJO,26.4
CGJP,25.9
CGJS,25.7
CGJU,26.7
CGJW,24.3
CGJX,26.1
CGJY,25.6
CGKL,24.0
CGKM,28.7
CGKN,26.5
CGKO,24.4
CGKP,26.0
CGKS,27.1
CGKT,25.6
CGKU,27.3
CGKV,25.1
CGKW,24.2
CGKX,27.8
CGKY,26.8
CGKZ,26.2
CGLM,24.6
CGLO,25.5
CGLP,25.8
CGLS,26.5
CGLU,25.7
CGLX,26.5
CGLY,24.0
CGMO,25.3
CGMP,26.6
CGMS,28.2
CGMT,25.6
CGMU,27.9
CGMV,25.4
CGMW,25.4
CGMX,28.5
CGMY,27.9
CGMZ,27.8
CGNO,26.2
CGNU,26.1
CGOO,25.8
CGOP,25.5
CGOQ,25.5
CGOR,26.7
CGOS,26.4
CGOU,27.8
CGOW,23.9
CGOX,27.2
CGOY,26.0
CGOZ,26.1
CGPQ,25.5
CGPS,27.6
CGPU,26.9
CGPW,24.8
CGPX,27.1
CGPY,26.5
CGPZ,26.7
CGQU,26.0
CGQW,25.6
CGRS,26.4
CGRX,26.0
CGRY,25.7
CGSS,29.9
CGST,26.9
CGSU,28.9
CGSV,26.0
CGSW,25.7
CGSX,30.0
CGSY,29.5
CGSZ,28.9
CGTY,25.4
CGUV,24.7
CGUW,26.2
CGUX,29.3
CGUY,28.7
CGUZ,27.2
CGVX,25.5
CGVY,25.5
CGWX,26.2
CGWY,25.4
CGWZ,25.6
CGXY,29.7
CGXZ,27.8
CGYZ,27.5
CHII,27.6
CHIJ,27.1
CHIK,30.9
CHIL,26.1
CHIM,20.5
CHIN,26.3
CHIO,28.2
CHIP,30.9
CHIQ,25.3
CHIR,26.7
CHIS,30.9
CHIT,27.6
CHIU,27.9
CHIV,25.5
CHIW,25.8
CHIX,31.7
CHIY,27.8
CHIZ,23.9
CHJK,33.5
CHJL,26.6
CHJM,26.3
CHJN,26.5
CHJO,33.9
CHJP,31.0
CHJQ,26.1
CHJR,26.1
CHJS,30.9
CHJT,27.6
CHJU,26.8
CHJV,25.4
CHJW,24.5
CHJX,30.9
CHJY,26.5
CHJZ,29.2
CHKL,26.6
CHKM,30.9
CHKN,29.0
CHKO,30.9
CHKP,30.3
CHKQ,27.3
CHKR,26.7
CHKS,30.9
CHKT,27.4
CHKU,30.9
CHKV,25.6
CHKW,30.9
CHKX,30.9
CHKY,30.9
CHKZ,30.9
CHLM,23.5
CHLN,25.6
CHLO,31.6
CHLP,27.7
CHLQ,25.3
CHLS,31.2
CHLT,26.8
CHLU,26.7
CHLV,25.5
CHLW,23.2
CHLX,28.3
CHLY,29.4
CHLZ,28.3
CHMN,27.2
CHMO,30.9
CHMP,31.1
CHMQ,26.9
CHMR,27.3
CHMS,30.9
CHMT,26.6
CHMU,27.8
CHMV,25.9
CHMW,30.9
CHMX,30.9
CHMY,30.9
CHMZ,25.6
CHNN,24.9
CHNO,28.1
CHNP,27.7
CHNS,31.1
CHNT,26.3
CHNU,27.4
CHNV,25.4
CHNW,24.8
CHNX,26.9
CHNY,28.2
CHNZ,27.5
CHOO,30.2
CHOP,30.9
CHOQ,26.4
CHOR,28.2
CHOS,30.9
CHOT,26.1
CHOU,27.2
CHOV,26.7
CHOW,30.9
CHOX,30.9
CHOY,30.9
CHOZ,30.9
CHPQ,26.5
CHPR,27.2
CHPS,28.5
CHPT,25.1
CHPU,30.9
CHPV,25.5
CHPW,30.9
CHPX,30.9
CHPY,30.9
CHPZ,31.6
CHQS,28.1
CHQU,25.4
CHQW,27.1
CHQX,27.8
CHQY,27.5
CHQZ,27.7
CHRR,25.0
CHRS,27.7
CHRU,28.4
CHRW,27.1
CHRX,27.1
CHRY,28.0
CHRZ,28.0
CHSS,30.9
CHST,29.4
CHSU,30.9
CHSV,26.1
CHSW,30.9
CHSX,30.9
CHSY,30.9
CHSZ,42.6
CHTT,26.4
CHTU,28.5
CHTW,28.4
CHTX,28.6
CHTY,28.6
CHTZ,28.2
CHUV,24.0
CHUW,26.4
CHUX,31.2
CHUY,30.9
CHUZ,28.1
CHVW,23.4
CHVX,25.1
CHVY,26.6
CHVZ,24.7
CHWX,30.9
CHWY,30.9
CHWZ,21.0
CHXY,30.9
CHXZ,27.9
CHYZ,28.5
CIIK,27.8
CIIM,26.6
CIIP,28.2
CIIS,28.6
CIIX,28.2
CIIY,28.5
CIJK,28.3
CIJL,26.5
CIJM,26.3
CIJP,28.1
CIJS,27.1
CIJU,27.2
CIJW,26.4
CIJX,27.7
CIJY,27.1
CIJZ,26.6
CIKL,26.4
CIKM,27.4
CIKN,27.0
CIKO,28.9
CIKP,30.3
CIKQ,25.3
CIKR,26.1
CIKS,30.9
CIKT,27.5
CIKU,28.7
CIKV,26.1
CIKW,25.8
CIKX,31.7
CIKY,27.8
CIKZ,23.9
CILM,24.5
CILO,27.5
CILP,26.1
CILS,26.7
CILV,25.7
CILX,26.7
CILY,25.7
CILZ,26.0
CIMO,27.3
CIMP,25.8
CIMQ,25.1
CIMR,26.0
CIMS,20.5
CIMT,26.7
CIMU,27.5
CIMV,25.8
CIMW,24.9
CIMX,28.0
CIMY,24.1
CIMZ,23.5
CINO,28.0
CINP,26.7
CINS,28.0
CINW,25.7
CINY,27.2
CINZ,26.7
CIOP,28.2
CIOS,28.2
CIOV,27.6
CIOW,28.3
CIOX,28.8
CIOY,29.9
CIOZ,26.6
CIPQ,25.8
CIPR,25.9
CIPS,28.5
CIPT,26.2
CIPU,28.3
CIPV,25.8
CIPW,25.8
CIPX,31.7
CIPY,27.8
CIPZ,25.8
CIQS,25.7
CIQW,26.3
CIQY,25.8
CIRS,26.5
CIRX,26.7
CIRY,26.4
CIRZ,26.4
CISS,30.9
CIST,28.3
CISU,28.5
CISV,26.1
CISW,25.8
CISX,31.7
CISY,27.8
CISZ,28.6
CITT,26.7
CITX,28.4
CITY,27.9
CITZ,27.5
CIUW,27.3
CIUX,28.6
CIUY,28.6
CIUZ,26.6
CIVX,26.2
CIWX,27.5
CIWY,26.1
CIWZ,25.4
CIXY,30.4
CIXZ,27.3
CIYZ,26.5
CJKL,27.0
CJKM,28.9
CJKO,33.7
CJKP,31.7
CJKQ,26.1
CJKR,26.0
CJKS,33.5
CJKT,27.2
CJKU,29.5
CJKW,27.3
CJKX,33.5
CJKY,31.1
CJKZ,30.0
CJLO,29.0
CJLP,27.2
CJLS,27.3
CJLU,26.2
CJLX,26.8
CJLY,26.3
CJMO,29.1
CJMP,28.6
CJMS,26.3
CJMT,27.0
CJMU,26.6
CJMW,25.3
CJMX,26.3
CJMY,26.3
CJMZ,28.1
CJNS,27.5
CJNX,26.1
CJOO,33.3
CJOP,32.4
CJOQ,26.7
CJOR,27.6
CJOS,33.9
CJOT,27.7
CJOU,28.8
CJOV,27.7
CJOW,27.6
CJOX,33.9
CJOY,32.0
CJOZ,30.7
CJPQ,25.5
CJPS,30.3
CJPT,25.6
CJPU,28.9
CJPW,26.7
CJPX,31.0
CJPY,29.8
CJPZ,30.3
CJQS,26.8
CJQX,26.6
CJQY,26.2
CJRS,26.0
CJRX,25.9
CJRY,26.1
CJSS,30.9
CJST,28.0
CJSU,26.8
CJSV,26.5
CJSW,24.5
CJSX,30.9
CJSY,26.5
CJSZ,31.1
CJTU,27.1
CJTX,28.1
CJTY,27.6
CJTZ,27.7
CJUV,24.9
CJUW,25.5
CJUX,27.9
CJUY,26.7
CJUZ,28.4
CJVX,25.9
CJVY,26.2
CJWX,24.5
CJWY,24.8
CJWZ,26.9
CJXY,26.5
CJXZ,28.9
CJYZ,28.8
CKLM,25.4
CKLO,28.1
CKLP,27.9
CKLS,27.7
CKLU,26.1
CKLV,25.5
CKLW,23.8
CKLX,26.8
CKLY,26.2
CKLZ,26.6
CKMO,30.9
CKMP,30.8
CKMR,26.6
CKMS,30.9
CKMT,26.4
CKMU,29.8
CKMV,27.7
CKMW,30.9
CKMX,30.9
CKMY,30.9
CKMZ,29.1
CKNO,27.9
CKNS,29.3
CKNU,27.3
CKNW,25.7
CKNX,27.2
CKNY,27.7
CKNZ,27.7
CKOO,30.2
CKOP,30.3
CKOQ,25.9
CKOR,27.9
CKOS,30.9
CKOT,27.0
CKOU,26.8
CKOV,27.1
CKOW,30.9
CKOX,30.9
CKOY,30.9
CKOZ,30.9
CKPQ,25.6
CKPR,26.3
CKPS,29.4
CKPT,25.2
CKPU,30.3
CKPV,25.8
CKPW,30.3
CKPX,30.3
CKPY,30.3
CKPZ,31.0
CKQS,27.1
CKQU,25.4
CKQW,26.3
CKQX,27.6
CKQY,26.8
CKQZ,26.8
CKRS,26.2
CKRU,27.1
CKRW,25.7
CKRX,25.7
CKRY,26.1
CKRZ,26.2
CKSS,30.9
CKST,28.0
CKSU,30.9
CKSV,27.5
CKSW,30.9
CKSX,30.9
CKSY,30.9
CKSZ,42.6
CKTT,25.8
CKTU,27.6
CKTW,27.6
CKTX,28.5
CKTY,26.8
CKTZ,28.0
CKUV,24.3
CKUW,26.4
CKUX,31.2
CKUY,30.9
CKUZ,28.1
CKVW,24.2
CKVX,26.0
CKVY,27.7
CKVZ,25.5
CKWX,30.9
CKWY,30.9
CKWZ,21.0
CKXY,30.9
CKXZ,27.9
CKYZ,28.5
CLMO,25.6
CLMP,24.9
CLMS,24.8
CLMU,24.8
CLMW,22.5
CLMX,24.9
CLMY,22.7
CLMZ,25.8
CLNO,25.9
CLNY,24.6
CLOO,30.8
CLOP,29.2
CLOQ,25.6
CLOS,32.3
CLOT,26.3
CLOW,25.6
CLOX,29.7
CLOY,32.4
CLOZ,29.2
CLPS,29.4
CLPU,26.6
CLPW,24.7
CLPX,28.9
CLPY,27.3
CLPZ,27.7
CLQS,25.7
CLQY,24.3
CLRU,25.7
CLRX,26.1
CLRY,25.7
CLSS,32.2
CLST,28.1
CLSU,27.5
CLSV,26.5
CLSW,24.3
CLSX,29.2
CLSY,32.2
CLSZ,31.0
CLTW,25.7
CLTY,25.2
CLUX,27.3
CLUY,26.3
CLUZ,26.9
CLVY,25.2
CLWX,24.1
CLWY,22.4
CLWZ,24.7
CLXY,28.1
CLXZ,27.5
CLYZ,28.2
CMNO,27.6
CMNS,28.6
CMNU,26.6
CMNW,25.5
CMNX,26.6
CMNY,26.7
CMOO,30.2
CMOP,31.1
CMOQ,26.3
CMOR,27.4
CMOS,30.9
CMOT,26.0
CMOU,27.3
CMOV,27.4
CMOW,30.9
CMOX,30.9
CMOY,30.9
CMOZ,25.6
CMPQ,25.9
CMPR,27.4
CMPS,29.8
CMPT,24.9
CMPU,29.5
CMPV,26.4
CMPW,31.1
CMPX,31.1
CMPY,31.1
CMPZ,29.4
CMQS,27.6
CMQU,25.4
CMQV,25.6
CMQW,27.2
CMQX,27.3
CMQY,26.7
CMQZ,27.5
CMRR,25.6
CMRS,27.3
CMRU,27.4
CMRW,27.1
CMRX,26.9
CMRY,27.3
CMRZ,27.4
CMSS,30.9
CMST,27.1
CMSU,27.8
CMSV,27.7
CMSW,30.9
CMSX,30.9
CMSY,30.9
CMSZ,34.1
CMTT,24.8
CMTU,26.6
CMTW,27.3
CMTX,26.2
CMTY,25.3
CMTZ,27.0
CMUW,26.9
CMUX,29.5
CMUY,27.8
CMUZ,27.4
CMVW,24.5
CMVX,26.3
CMVY,27.4
CMVZ,26.0
CMWX,30.9
CMWY,30.9
CMWZ,23.3
CMXY,30.9
CMXZ,27.2
CMYZ,27.1
CNNU,24.8
CNNW,23.6
CNNX,25.0
CNNY,24.3
CNOO,28.3
CNOP,27.0
CNOR,27.4
CNOS,29.4
CNOU,26.9
CNOW,26.2
CNOX,26.8
CNOY,27.2
CNOZ,27.6
CNPS,28.4
CNPU,27.0
CNPW,25.7
CNPX,26.8
CNPY,27.0
CNQS,27.0
CNSS,32.0
CNSU,29.0
CNSV,26.3
CNSW,27.9
CNSX,28.4
CNSY,30.2
CNTY,25.6
CNUW,25.4
CNUY,27.1
CNVY,25.2
CNWX,24.5
CNWY,24.6
CNWZ,26.1
CNXY,26.6
CNXZ,27.0
CNYZ,27.2
COOO,30.2
COOP,30.2
COOQ,25.6
COOR,28.6
COOS,30.2
COOT,26.4
COOU,27.8
COOV,26.7
COOW,30.2
COOX,30.2
COOY,30.2
COOZ,30.2
COPQ,25.0
COPR,28.1
COPS,28.5
COPT,24.2
COPU,27.2
COPV,26.4
COPW,30.9
COPX,30.9
COPY,30.9
COPZ,31.6
COQS,27.1
COQU,26.5
COQW,26.4
COQX,26.9
COQY,26.2
COQZ,27.1
CORR,26.4
CORS,28.3
CORW,28.3
CORX,28.0
CORY,29.1
CORZ,28.2
COSS,30.9
COST,26.7
COSU,27.2
COSV,28.4
COSW,30.9
COSX,30.9
COSY,30.9
COSZ,42.6
COTT,25.4
COTV,25.7
COTW,27.3
COTX,26.4
COTY,26.5
COTZ,26.5
COUV,26.0
COUW,27.0
COUX,27.8
COUY,27.2
COUZ,27.5
COVW,25.3
COVX,26.8
COVY,28.4
COVZ,25.4
COWX,30.9
COWY,30.9
COWZ,21.0
COXY,30.9
COXZ,27.9
COYZ,28.5
CPQS,26.6
CPQU,24.5
CPQW,26.4
CPQX,27.0
CPQY,25.4
CPQZ,26.9
CPRU,27.2
CPRW,27.4
CPRX,27.4
CPRY,27.6
CPRZ,27.9
CPSS,28.5
CPST,26.0
CPSU,28.5
CPSV,26.8
CPSW,28.5
CPSX,28.5
CPSY,28.5
CPSZ,34.2
CPTT,23.7
CPTU,25.8
CPTW,26.2
CPTX,25.7
CPTY,24.1
CPTZ,26.3
CPUV,25.0
CPUW,26.4
CPUX,31.2
CPUY,30.9
CPUZ,29.2
CPVW,24.6
CPVX,25.4
CPVY,26.7
CPVZ,25.9
CPWX,30.9
CPWY,30.9
CPWZ,26.3
CPXY,30.9
CPXZ,29.2
CPYZ,30.1
CQRY,25.8
CQSS,28.9
CQSU,25.8
CQSV,25.7
CQSW,27.5
CQSX,28.2
CQSY,28.2
CQSZ,29.5
CQTU,26.2
CQTX,27.1
CQTY,26.1
CQUW,25.9
CQUX,26.4
CQUY,25.1
CQWX,27.2
CQWY,27.1
CQWZ,27.7
CQXY,27.8
CQYZ,27.7
CRRS,25.7
CRRW,25.4
CRRX,24.9
CRRY,25.5
CRRZ,26.2
CRSS,28.2
CRSU,28.7
CRSV,26.5
CRSW,27.4
CRSX,27.6
CRSY,28.6
CRSZ,29.8
CRUW,27.4
CRUX,28.4
CRUY,28.7
CRUZ,27.5
CRVY,26.1
CRWX,26.4
CRWY,27.6
CRWZ,27.5
CRXY,27.9
CRXZ,28.2
CSST,29.9
CSSU,30.9
CSSV,32.5
CSSW,30.9
CSSX,30.9
CSSY,30.9
CSSZ,42.6
CSTT,27.2
CSTU,28.8
CSTW,29.9
CSTX,29.1
CSTY,29.5
CSTZ,29.9
CSUV,24.9
CSUW,26.4
CSUX,31.2
CSUY,30.9
CSUZ,32.9
CSVW,24.0
CSVX,26.6
CSVY,31.2
CSVZ,26.9
CSWX,30.9
CSWY,30.9
CSWZ,31.8
CSXY,30.9
CSXZ,32.8
CSYZ,35.5
CTTU,26.3
CTTW,26.5
CTTX,26.9
CTTY,25.1
CTTZ,26.7
CTUW,28.0
CTUX,28.0
CTUY,28.1
CTUZ,27.5
CTVY,25.5
CTWX,28.1
CTWY,28.3
CTWZ,27.8
CTXY,28.5
CTXZ,28.3
CTYZ,28.2
CUVW,23.8
CUVX,25.5
CUVY,25.2
CUVZ,25.1
CUWX,28.0
CUWY,26.4
CUWZ,26.0
CUXY,31.2
CUXZ,28.6
CUYZ,28.2
CVWX,23.8
CVWY,24.4
CVXY,26.9
CVYZ,25.9
CWXY,30.9
CWXZ,25.6
CWYZ,24.8
CXYZ,28.1
DEEE,31.3
DEEF,32.9
DEEG,30.8
DEEH,35.8
DEEJ,31.4
DEEK,33.3
DEEL,28.7
DEEM,34.4
DEEO,31.6
DEEP,34.1
DEEQ,27.0
DEER,29.8
DEES,35.8
DEET,28.9
DEEU,29.9
DEEV,29.6
DEEW,34.6
DEEX,33.5
DEEY,35.8
DEEZ,32.9
