,12453394,262123
BHTX,79,3
BHTY,240,7
BHTZ,130,5
BHU,3164,83
BHUV,194,9
BHUW,125,5
BHUX,80,3
BHUY,89,4
BHUZ,112,3
BHV,4620,142
BHVW,147,4
BHVX,214,6
BHVY,182,6
BHVZ,323,14
BHW,2100,62
BHWX,91,2
BHWZ,180,5
BHX,1173,29
BHY,1412,37
BHZ,1692,46
BI,141443,3472
BII,17619,541
BIII,225,11
BIIJ,712,25
BIIK,264,11
BIIL,459,18
BIIM,213,6
BIIN,920,30
BIIO,625,20
BIIP,337,13
BIIQ,1289,46
BIIR,610,22
BIIS,117,4
BIIT,920,28
BIIU,901,36
BIIV,537,24
BIIW,337,14
BIIX,295,10
BIIY,364,12
BIIZ,366,13
BIJ,7394,223
BIJK,161,5
BIJL,441,17
BIJM,225,8
BIJN,525,19
BIJO,340,11
BIJP,262,10
BIJQ,592,26
BIJR,692,22
BIJT,627,22
BIJU,290,12
BIJV,155,6
BIJW,146,4
BIJX,34,1
BIJY,251,8
BIJZ,158,6
BIK,6942,191
BIKL,196,7
BIKM,262,10
BIKN,173,8
BIKO,275,9
BIKP,146,4
BIKQ,506,17
BIKR,149,8
BIKS,116,3
BIKT,460,12
BIKU,342,11
BIKV,389,12
BIKW,134,4
BIKX,145,5
BIKY,157,5
BIKZ,202,5
BIL,11329,338
BILM,152,5
BILN,533,27
BILO,425,13
BILP,344,10
BILQ,1283,46
BILR,940,28
BILS,147,4
BILT,741,28
BILU,452,16
BILV,398,19
BILW,166,6
BILX,171,5
BILY,257,9
BILZ,220,7
BIM,6262,176
BIMN,487,19
BIMO,339,9
BIMP,143,6
BIMQ,363,12
BIMR,730,22
BIMS,94,3
BIMT,383,15
BIMU,419,12
BIMV,132,4
BIMW,115,3
BIMX,5,1
BIMY,207,8
BIMZ,273,9
BIN,19743,581
BINN,632,23
BINO,933,31
BINP,459,17
BINQ,1546,62
BINR,1180,49
BINS,154,6
BINT,1521,55
BINU,760,23
BINV,1131,43
BINW,294,13
BINX,355,13
BINY,246,10
BINZ,419,12
BIO,16196,447
BIOO,394,13
BIOP,529,16
BIOQ,755,22
BIOR,647,19
BIOS,106,4
BIOT,1057,32
BIOU,768,27
BIOV,418,15
BIOW,319,12
BIOX,240,6
BIOY,326,9
BIOZ,287,8
BIP,7934,230
BIPQ,153,7
BIPR,358,11
BIPS,30,1
BIPT,349,13
BIPU,219,8
BIPV,267,11
BIPW,113,3
BIPX,41,1
BIPY,297,10
BIPZ,42,1
BIQ,20837,638
BIQR,1819,61
BIQS,206,8
BIQT,1037,37
BIQU,547,16
BIQV,843,33
BIQW,725,19
BIQX,218,7
BIQY,314,8
BIQZ,457,20
BIR,19425,541
BIRR,445,19
BIRS,286,7
BIRT,943,33
BIRU,951,33
BIRV,867,32
BIRW,306,15
BIRX,258,9
BIRY,174,7
BIRZ,231,7
BIS,5161,133
BIST,108,3
BISU,145,4
BISV,126,5
BISW,49,1
BISX,17,1
BISY,78,3
BISZ,54,2
BIT,20768,588
BITT,365,17
BITU,736,23
BITV,690,29
BITW,355,14
BITX,239,7
BITY,254,7
BITZ,587,18
BIU,14477,431
BIUV,678,28
BIUW,366,11
BIUX,154,8
BIUY,170,7
BIUZ,272,12
BIV,16751,524
BIVW,267,12
BIVX,174,7
BIVY,105,6
BIVZ,226,9
BIW,8385,232
BIWX,211,5
BIWY,231,7
BIWZ,212,6
BIX,4266,115
BIXY,68,3
BIXZ,166,7
BIY,5758,159
BIYZ,204,6
BIZ,5851,167
BJ,54224,1440
BJK,4243,127
BJKL,238,6
BJKM,85,4
BJKN,781,30
BJKO,183,6
BJKP,261,6
BJKQ,398,15
BJKR,383,14
BJKS,137,3
BJKT,413,14
BJKU,167,5
BJKV,512,22
BJKW,258,7
BJKX,193,7
BJKY,169,5
BJKZ,156,8
BJL,7591,249
BJLM,317,12
BJLN,1336,46
BJLO,218,7
BJLP,344,13
BJLQ,1525,56
BJLR,874,30
BJLS,217,5
BJLT,966,32
BJLU,291,9
BJLV,1215,50
BJLW,444,17
BJLX,139,6
BJLY,41,2
BJLZ,642,18
BJM,3880,111
BJMN,612,18
BJMO,84,3
BJMP,278,9
BJMQ,724,22
BJMR,824,29
BJMS,152,3
BJMT,493,16
BJMU,93,4
BJMV,603,19
BJMW,324,11
BJMX,9,1
BJMY,170,6
BJMZ,32,2
BJN,12076,396
BJNN,752,29
BJNO,298,10
BJNP,806,24
BJNQ,2070,82
BJNR,2251,83
BJNS,301,10
BJNT,1908,70
BJNU,256,6
BJNV,1462,62
BJNW,1023,29
BJNX,233,9
BJNY,228,8
BJNZ,959,34
BJO,4509,125
BJOO,236,8
BJOP,69,2
BJOQ,315,10
BJOR,198,7
BJOT,229,8
BJOU,425,12
BJOV,345,13
BJOW,166,4
BJOY,136,3
BJOZ,161,4
BJP,3803,108
BJPQ,452,16
BJPR,643,23
BJPS,115,3
BJPT,504,15
BJPU,182,6
BJPV,454,19
BJPW,185,7
BJPX,190,4
BJPY,38,2
BJPZ,265,6
BJQ,10825,323
BJQR,1210,47
BJQS,441,13
BJQT,1136,40
BJQU,274,10
BJQV,1142,47
BJQW,466,19
BJQX,289,8
BJQY,441,12
BJQZ,998,35
BJR,10146,319
BJRR,401,17
BJRS,678,18
BJRT,1246,53
BJRU,384,16
BJRV,1499,52
BJRW,704,26
BJRX,478,15
BJRY,216,7
BJRZ,814,26
BJS,2749,72
BJSS,28,1
BJST,323,10
BJSU,21,1
BJSV,254,7
BJSW,271,7
BJSX,13,1
BJSY,35,1
BJSZ,64,3
BJT,8929,288
BJTT,567,22
BJTU,322,10
BJTV,998,37
BJTW,431,17
BJTX,421,15
BJTY,403,12
BJTZ,573,20
BJU,4119,136
BJUV,375,15
BJUW,190,7
BJUX,144,4
BJUY,83,4
BJUZ,60,2
BJV,9243,316
BJVW,238,10
BJVX,455,17
BJVY,184,7
BJVZ,547,20
BJW,5012,142
BJWX,278,6
BJWY,144,6
BJWZ,304,13
BJX,2618,75
BJXY,70,2
BJXZ,215,6
BJY,2705,67
BJYZ,206,5
BJZ,3796,119
BK,34994,914
BKL,4666,136
BKLM,85,2
BKLN,751,28
BKLO,173,5
BKLP,267,11
BKLQ,416,16
BKLR,611,21
BKLS,107,4
BKLT,544,21
BKLU,318,11
BKLV,395,20
BKLW,204,8
BKLX,128,3
BKLY,326,9
BKLZ,326,11
BKM,3039,89
BKMN,345,11
BKMO,79,2
BKMP,30,3
BKMQ,442,14
BKMR,261,9
BKMS,30,2
BKMT,342,11
BKMU,117,3
BKMV,203,7
BKMW,311,9
BKMX,103,6
BKMY,10,1
BKMZ,241,8
BKN,7729,244
BKNN,840,38
BKNO,141,5
BKNP,546,21
BKNQ,1458,56
BKNR,1475,57
BKNS,245,7
BKNT,1234,45
BKNU,309,10
BKNV,1160,56
BKNW,465,16
BKNX,469,15
BKNY,432,13
BKNZ,221,9
BKO,4105,103
BKOO,199,5
BKOP,233,8
BKOQ,358,13
BKOR,229,9
BKOS,38,1
BKOT,243,7
BKOU,181,5
BKOV,174,5
BKOW,17,1
BKOX,18,1
BKOY,36,1
BKOZ,37,2
BKP,2418,74
BKPQ,360,15
BKPR,434,14
BKPS,52,2
BKPT,367,13
BKPU,77,2
BKPV,273,10
BKPX,219,8
BKPY,128,3
BKPZ,252,8
BKQ,8046,253
BKQR,836,31
BKQS,164,5
BKQT,964,36
BKQU,296,10
BKQV,817,32
BKQW,115,4
BKQX,133,5
BKQY,163,6
BKQZ,468,15
BKR,7722,225
BKRR,282,10
BKRS,352,9
BKRT,933,31
BKRU,81,3
BKRV,940,29
BKRW,386,15
BKRX,192,7
BKRY,185,5
BKRZ,561,17
BKS,1705,49
BKSS,36,1
BKST,42,4
BKSU,58,1
BKSV,181,7
BKSW,132,4
BKSY,114,3
BKSZ,118,3
BKT,7007,223
BKTT,344,15
BKTU,210,6
BKTV,540,20
BKTW,289,9
BKTX,157,7
BKTY,103,3
BKTZ,255,10
BKU,3558,103
BKUV,100,4
BKUW,139,6
BKUY,102,3
BKUZ,89,3
BKV,6870,222
BKVW,297,13
BKVX,210,5
BKVY,161,6
BKVZ,410,12
BKW,3464,94
BKWX,105,3
BKWY,21,1
BKWZ,79,3
BKX,1764,50
BKXZ,89,3
BKY,1972,54
BKYZ,38,1
BKZ,3010,79
BL,75584,2098
BLM,5611,171
BLMN,798,34
BLMO,135,4
BLMP,210,8
BLMQ,569,23
BLMR,1113,40
BLMS,124,5
BLMT,760,30
BLMU,57,4
BLMV,698,26
BLMW,345,13
BLMX,290,11
BLMZ,304,10
BLN,21007,696
BLNN,1174,51
BLNO,457,14
BLNP,1016,35
BLNQ,2190,96
BLNR,3737,153
BLNS,494,21
BLNT,2701,104
BLNU,618,28
BLNV,2340,96
BLNW,891,33
BLNX,620,26
BLNY,229,8
BLNZ,976,34
BLO,6864,212
BLOO,325,9
BLOP,294,9
BLOQ,318,16
BLOR,419,15
BLOS,109,3
BLOT,815,24
BLOU,458,15
BLOV,521,18
BLOW,145,5
BLOX,125,5
BLOY,119,4
BLOZ,210,8
BLP,6076,193
BLPQ,701,25
BLPR,747,30
BLPS,103,3
BLPT,383,16
BLPU,261,8
BLPV,219,11
BLPW,304,13
BLPX,287,9
BLPY,165,4
BLPZ,280,10
BLQ,14847,516
BLQR,2102,88
BLQS,428,14
BLQT,1721,66
BLQU,388,17
BLQV,1545,75
BLQW,665,28
BLQX,550,19
BLQY,152,7
BLQZ,679,25
BLR,15872,529
BLRR,1082,45
BLRS,632,21
BLRT,2488,89
BLRU,504,19
BLRV,2060,76
BLRW,1157,39
BLRX,734,24
BLRY,231,7
BLRZ,1295,51
BLS,3986,104
BLST,364,14
BLSU,20,1
BLSV,194,10
BLSW,206,7
BLSY,25,1
BLSZ,56,2
BLT,15485,480
BLTT,792,31
BLTU,440,16
BLTV,1370,53
BLTW,751,26
BLTX,447,16
BLTY,287,9
BLTZ,461,18
BLU,6743,208
BLUV,221,9
BLUW,243,9
BLUX,86,4
BLUY,47,2
BLUZ,42,2
BLV,11787,412
BLVW,499,19
BLVX,529,16
BLVY,80,4
BLVZ,496,25
BLW,5083,162
BLWX,160,5
BLWY,183,6
BLWZ,383,13
BLX,4102,123
BLXY,89,3
BLXZ,120,4
BLY,2727,80
BLYZ,37,1
BLZ,5982,175
BM,50478,1321
BMN,10977,336
BMNN,580,27
BMNO,322,11
BMNP,614,23
BMNQ,1384,52
BMNR,1513,53
BMNS,241,8
BMNT,1490,53
BMNU,245,9
BMNV,721,33
BMNW,450,15
BMNX,629,19
BMNY,201,6
BMNZ,489,22
BMO,5740,150
BMOO,162,4
BMOP,74,4
BMOQ,119,3
BMOR,340,11
BMOS,31,1
BMOT,445,11
BMOU,125,5
BMOV,99,3
BMOW,211,6
BMOX,34,1
BMOY,47,2
BMOZ,158,6
BMP,3379,103
BMPQ,268,9
BMPR,393,14
BMPS,121,5
BMPT,396,14
BMPU,75,3
BMPV,219,12
BMPW,158,6
BMPX,74,3
BMPY,137,3
BMPZ,71,2
BMQ,7620,239
BMQR,755,31
BMQS,365,9
BMQT,849,32
BMQU,122,6
BMQV,698,29
BMQW,350,12
BMQX,188,6
BMQY,184,5
BMQZ,168,10
BMR,8066,242
BMRR,664,23
BMRS,206,9
BMRT,1167,49
BMRU,162,6
BMRV,1178,41
BMRW,316,10
BMRX,689,17
BMRY,243,8
BMRZ,562,20
BMS,2553,72
BMST,613,16
BMSU,38,1
BMSV,165,6
BMSW,60,2
BMSX,106,2
BMSZ,154,5
BMT,9192,277
BMTT,332,15
BMTU,237,7
BMTV,579,23
BMTW,377,13
BMTX,426,10
BMTY,48,1
BMTZ,311,10
BMU,4111,122
BMUV,269,11
BMUW,63,3
BMUX,40,1
BMUY,84,2
BMUZ,158,7
BMV,6627,215
BMVW,170,6
BMVX,186,7
BMVY,336,8
BMVZ,272,11
BMW,3658,113
BMWX,125,5
BMWY,50,2
BMWZ,64,3
BMX,1807,49
BMXY,71,2
BMXZ,206,5
BMY,2098,58
BMYZ,84,3
BMZ,3472,106
BN,142252,4031
BNN,11964,407
BNNO,528,22
BNNP,546,25
BNNQ,1545,64
BNNR,1927,83
BNNS,405,12
BNNT,1637,63
BNNU,391,17
BNNV,1195,53
BNNW,461,18
BNNX,472,18
BNNY,176,8
BNNZ,899,36
BNO,14645,424
BNOO,341,10
BNOP,341,11
BNOQ,658,25
BNOR,422,15
BNOS,116,3
BNOT,1081,38
BNOU,881,32
BNOV,618,20
BNOW,146,6
BNOX,222,6
BNOY,238,9
BNOZ,324,14
BNP,9521,315
BNPQ,1229,50
BNPR,1554,63
BNPS,258,9
BNPT,1182,47
BNPU,340,14
BNPV,829,31
BNPW,536,19
BNPX,316,9
BNPY,194,7
BNPZ,473,18
BNQ,27187,952
BNQR,3001,115
BNQS,712,21
BNQT,3357,125
BNQU,670,26
BNQV,2614,114
BNQW,1468,53
BNQX,1125,37
BNQY,446,16
BNQZ,2198,81
BNR,29548,974
BNRR,1542,63
BNRS,1084,36
BNRT,4334,168
BNRU,997,43
BNRV,2890,126
BNRW,1774,63
BNRX,846,31
BNRY,442,18
BNRZ,1779,59
BNS,7555,209
BNSS,67,3
BNST,698,21
BNSU,183,4
BNSV,476,18
BNSW,476,14
BNSX,112,4
BNSY,183,4
BNSZ,508,16
BNT,26725,899
BNTT,1917,77
BNTU,738,26
BNTV,3296,127
BNTW,1497,52
BNTX,1016,35
BNTY,493,15
BNTZ,1250,45
BNU,11969,371
BNUV,722,27
BNUW,327,9
BNUX,208,8
BNUY,151,6
BNUZ,342,15
BNV,21517,771
BNVW,977,41
BNVX,562,17
BNVY,323,13
BNVZ,894,35
BNW,9777,298
BNWX,219,7
BNWY,167,5
BNWZ,519,15
BNX,5683,177
BNXY,95,4
BNXZ,579,16
BNY,6223,179
BNYZ,147,6
BNZ,8881,283
BO,89588,2127
BOO,8362,219
BOOO,200,8
BOOP,197,6
BOOQ,223,9
BOOR,225,10
BOOS,69,2
BOOT,661,19
BOOU,150,6
BOOV,231,10
BOOW,158,5
BOOX,58,2
BOOY,161,5
BOOZ,143,5
BOP,5226,146
BOPQ,214,7
BOPR,314,11
BOPT,254,7
BOPU,163,5
BOPV,218,9
BOPW,178,5
BOPX,23,1
BOPY,105,2
BOPZ,56,2
BOQ,11767,357
BOQR,663,20
BOQS,67,2
BOQT,698,22
BOQU,406,11
BOQV,550,20
BOQW,151,5
BOQX,5,1
BOQY,195,7
BOQZ,125,6
BOR,12343,325
BORR,499,16
BORS,151,3
BORT,1035,31
BORU,690,24
BORV,771,28
BORW,356,11
BORX,174,5
BORY,187,5
BORZ,260,8
BOS,3212,79
BOST,177,3
BOSU,92,2
BOSV,116,4
BOSW,47,1
BOSX,23,1
BOSZ,235,8
BOT,12664,355
BOTT,313,9
BOTU,676,20
BOTV,667,22
BOTW,204,6
BOTY,101,3
BOTZ,266,7
BOU,8886,250
BOUV,312,12
BOUW,105,4
BOUX,231,8
BOUY,226,5
BOUZ,293,8
BOV,9532,293
BOVW,231,7
BOVX,78,2
BOVY,49,2
BOVZ,172,9
BOW,5398,141
BOWX,104,3
BOWY,59,3
BOWZ,62,1
BOX,2284,58
BOXY,49,1
BOXZ,216,6
BOY,3325,83
BOYZ,52,1
BOZ,3728,95
BP,44703,1186
BPQ,6806,217
BPQR,723,27
BPQS,76,3
BPQT,751,31
BPQU,245,8
BPQV,641,29
BPQW,436,15
BPQX,226,9
BPQY,147,6
BPQZ,342,14
BPR,8057,257
BPRR,387,14
BPRS,317,10
BPRT,953,37
BPRU,247,8
BPRV,949,33
BPRW,243,8
BPRX,286,11
BPRY,320,7
BPRZ,286,9
BPS,2215,60
BPSS,33,1
BPST,187,6
BPSU,106,3
BPSV,126,4
BPSW,151,6
BPSX,33,1
BPSY,50,1
BPSZ,157,4
BPT,8104,253
BPTT,403,14
BPTU,315,11
BPTV,466,20
BPTW,216,10
BPTX,207,7
BPTY,140,3
BPTZ,422,16
BPU,3771,107
BPUV,262,8
BPUW,34,1
BPUX,21,1
BPUY,80,2
BPUZ,269,6
BPV,5793,193
BPVW,375,12
BPVX,154,4
BPVY,20,4
BPVZ,348,12
BPW,2926,81
BPWX,166,3
BPWY,84,4
BPWZ,28,3
BPX,2610,69
BPXY,79,1
BPXZ,142,5
BPY,1564,44
BPYZ,150,4
BPZ,2257,63
BQ,124443,3682
BQR,19098,632
BQRR,759,35
BQRS,935,29
BQRT,2791,106
BQRU,667,20
BQRV,2015,85
BQRW,839,34
BQRX,818,24
BQRY,396,11
BQRZ,928,27
BQS,5428,173
BQSS,172,5
BQST,625,17
BQSU,12,1
BQSV,249,10
BQSW,264,8
BQSX,35,2
BQSY,148,6
BQSZ,196,5
BQT,19542,659
BQTT,583,24
BQTU,810,25
BQTV,1803,73
BQTW,1067,41
BQTX,418,15
BQTY,234,9
BQTZ,876,30
BQU,8790,286
BQUV,544,20
BQUW,345,11
BQUX,49,4
BQUY,161,9
BQUZ,209,10
BQV,17862,634
BQVW,702,31
BQVX,632,21
BQVY,472,17
BQVZ,1063,39
BQW,6692,221
BQWX,117,3
BQWY,166,5
BQWZ,127,6
BQX,5074,156
BQXY,174,6
BQXZ,599,20
BQY,4653,139
BQYZ,238,10
BQZ,9237,277
BR,114607,3027
BRR,8586,284
BRRS,295,9
BRRT,836,41
BRRU,381,14
BRRV,727,29
BRRW,335,12
BRRX,469,17
BRRY,338,9
BRRZ,294,11
BRS,5655,153
BRSS,202,4
BRST,828,26
BRSU,104,5
BRSV,756,23
BRSW,635,15
BRSX,117,4
BRSY,108,4
BRSZ,273,9
BRT,21222,661
BRTT,1689,59
BRTU,1101,39
BRTV,2651,105
BRTW,1002,36
BRTX,791,26
BRTY,441,12
BRTZ,1288,42
BRU,9538,279
BRUV,625,25
BRUW,275,12
BRUX,110,4
BRUY,89,2
BRUZ,191,8
BRV,17987,592
BRVW,1318,49
BRVX,840,28
BRVY,319,11
BRVZ,1182,44
BRW,7939,238
BRWX,337,12
BRWY,352,11
BRWZ,447,16
BRX,5813,161
BRXY,61,3
BRXZ,399,14
BRY,5029,135
BRYZ,170,5
BRZ,8039,249
BS,34992,824
BSS,882,21
BSST,111,2
BSSW,122,3
BSSY,24,1
BSSZ,56,1
BST,5382,145
BSTT,186,5
BSTU,147,2
BSTV,555,15
BSTW,50,2
BSTX,51,1
BSTY,96,2
BSTZ,281,8
BSU,2266,61
BSUV,127,4
BSUW,93,4
BSUX,64,2
BSUZ,63,2
BSV,4839,137
BSVW,84,4
BSVX,140,5
BSVY,30,2
BSVZ,284,9
BSW,3389,89
BSWX,36,1
BSWY,53,2
BSWZ,97,3
BSX,696,22
BSXZ,147,5
BSY,1686,36
BSZ,2339,57
BT,114882,3149
BTT,8209,270
BTTU,302,9
BTTV,687,32
BTTW,367,13
BTTX,165,6
BTTY,35,1
BTTZ,308,15
BTU,9663,286
BTUV,572,23
BTUW,255,9
BTUX,211,6
BTUY,65,3
BTUZ,358,13
BTV,17483,591
BTVW,940,38
BTVX,505,16
BTVY,246,11
BTVZ,1170,44
BTW,8549,263
BTWX,434,10
BTWY,222,7
BTWZ,351,13
BTX,4476,124
BTXY,33,2
BTXZ,206,9
BTY,4801,131
BTYZ,237,8
BTZ,6798,198
BU,64810,1744
BUV,9547,309
BUVW,261,13
BUVX,96,4
BUVY,209,7
BUVZ,94,3
BUW,3452,111
BUWX,159,5
BUWY,62,2
BUWZ,211,5
BUX,2763,79
BUXZ,282,6
BUY,3105,85
BUYZ,143,4
BUZ,3641,108
BV,92380,2760
BVW,6858,198
BVWX,296,9
BVWY,267,8
BVWZ,327,13
BVX,4438,133
BVXY,32,2
BVXZ,219,8
BVY,3964,126
BVYZ,94,3
BVZ,6527,214
BW,37466,1005
BWX,1915,51
BWXY,90,3
BWXZ,181,4
BWY,2543,65
BWYZ,126,3
BWZ,2512,74
BX,23846,622
BXY,1000,30
BXYZ,42,1
BXZ,1687,48
BY,26163,639
BYZ,1600,46
BZ,37728,1001
C,479375,11297
CD,62104,1734
CDE,8215,233
CDEE,424,16
CDEF,463,10
CDEG,305,12
CDEH,76,3
CDEI,343,12
CDEJ,189,7
CDEK,144,5
CDEL,277,11
CDEM,198,7
CDEN,686,26
CDEO,366,9
CDEP,393,11
CDEQ,325,14
CDER,468,13
CDES,73,2
CDET,439,17
CDEU,344,11
CDEV,433,20
CDEW,134,6
CDEX,152,4
CDEY,90,2
CDEZ,80,2
CDF,5598,168
CDFG,509,24
CDFH,198,6
CDFI,171,6
CDFJ,235,7
CDFK,87,3
CDFL,476,20
CDFM,357,11
CDFN,810,28
CDFO,195,6
CDFP,231,8
CDFQ,477,16
CDFR,808,27
CDFS,172,4
CDFT,771,31
CDFU,242,10
CDFV,424,20
CDFW,372,11
CDFX,91,4
CDFY,209,9
CDFZ,359,12
CDG,8581,286
CDGH,110,4
CDGI,280,11
CDGJ,383,19
CDGK,486,17
CDGL,735,29
CDGM,385,16
CDGN,1402,57
CDGO,450,15
CDGP,398,18
CDGQ,781,30
CDGR,1490,56
CDGS,300,10
CDGT,641,29
CDGU,233,8
CDGV,1298,55
CDGW,481,22
CDGX,406,14
CDGY,266,9
CDGZ,385,12
CDH,2961,77
CDHI,108,5
CDHJ,144,5
CDHK,168,5
CDHL,198,10
CDHM,228,7
CDHN,341,13
CDHP,210,6
CDHQ,255,11
CDHR,290,9
CDHS,38,1
CDHT,272,8
CDHU,90,2
CDHV,405,16
CDHW,115,5
CDHX,86,3
CDHY,161,6
CDHZ,174,5
CDI,10344,307
CDII,554,20
CDIJ,637,21
CDIK,239,9
CDIL,948,31
CDIM,177,5
CDIN,403,19
CDIO,338,13
CDIP,254,7
CDIQ,727,26
CDIR,685,24
CDIS,35,1
CDIT,443,15
CDIU,496,17
CDIV,402,15
CDIW,294,9
CDIX,208,7
CDIY,103,4
CDIZ,325,8
CDJ,6795,215
CDJK,219,10
CDJL,830,35
CDJM,162,9
CDJN,1220,45
CDJO,96,5
CDJP,275,9
CDJQ,966,36
CDJR,1087,44
CDJS,408,14
CDJT,866,27
CDJU,129,7
CDJV,1166,41
CDJW,662,25
CDJX,304,8
CDJY,164,5
CDJZ,317,11
CDK,4314,112
CDKL,458,14
CDKM,292,8
CDKN,878,30
CDKO,40,2
CDKP,340,11
CDKQ,291,14
CDKR,751,28
CDKS,110,3
CDKT,518,18
CDKU,42,2
CDKV,601,20
CDKW,306,9
CDKX,181,8
CDKY,127,3
CDKZ,115,4
CDL,7646,261
CDLM,419,17
CDLN,1514,56
CDLO,209,6
CDLP,447,17
CDLQ,1042,46
CDLR,1554,65
CDLS,191,6
CDLT,1230,45
CDLU,165,6
CDLV,999,45
CDLW,332,15
CDLX,242,9
CDLY,333,10
CDLZ,367,14
CDM,5196,160
CDMN,793,27
CDMO,168,6
CDMP,204,8
CDMQ,446,16
CDMR,711,25
CDMS,388,10
CDMT,373,16
CDMU,246,8
CDMV,438,15
CDMW,235,8
CDMX,217,5
CDMY,56,2
CDMZ,211,6
CDN,17369,556
CDNN,770,33
CDNO,511,16
CDNP,893,31
CDNQ,2370,87
CDNR,2139,88
CDNS,653,22
CDNT,2907,107
CDNU,642,27
CDNV,1742,78
CDNW,775,32
CDNX,529,17
CDNY,431,16
CDNZ,496,22
CDO,6001,175
CDOO,264,9
CDOP,91,5
CDOQ,534,15
CDOR,392,12
CDOS,86,3
CDOT,384,12
CDOU,145,5
CDOV,388,16
CDOW,191,6
CDOY,237,6
CDOZ,159,5
CDP,3903,123
CDPQ,543,21
CDPR,914,31
CDPS,212,6
CDPT,392,15
CDPU,167,5
CDPV,521,24
CDPW,116,5
CDPX,218,8
CDPZ,216,6
CDQ,12745,416
CDQR,1538,71
CDQS,327,11
CDQT,1469,52
CDQU,158,9
CDQV,1217,55
CDQW,631,21
CDQX,419,13
CDQY,260,12
CDQZ,909,31
CDR,14213,475
CDRR,681,27
CDRS,606,16
CDRT,1994,70
CDRU,385,13
CDRV,1777,70
CDRW,554,22
CDRX,546,22
CDRY,253,9
CDRZ,881,33
CDS,3914,108
CDSS,32,1
CDST,500,14
CDSU,117,4
CDSV,242,9
CDSW,114,5
CDSX,21,1
CDSY,33,2
CDSZ,46,1
CDT,11975,389
CDTT,479,18
CDTU,299,10
CDTV,1924,83
CDTW,609,25
CDTX,399,17
CDTY,230,8
CDTZ,675,21
CDU,6514,190
CDUV,127,6
CDUW,107,4
CDUY,211,7
CDUZ,114,4
CDV,10724,371
CDVW,729,28
CDVX,414,21
CDVY,303,12
CDVZ,744,34
CDW,5158,157
CDWX,155,5
CDWY,97,4
CDWZ,219,7
CDX,2432,72
CDXY,29,2
CDXZ,229,8
CDY,2489,73
CDYZ,160,6
CDZ,4157,125
CE,153055,3916
CEE,24736,709
CEEE,696,21
CEEF,342,11
CEEG,474,20
CEEH,227,7
CEEI,1375,49
CEEJ,539,22
CEEK,331,8
CEEL,504,19
CEEM,453,12
CEEN,1625,54
CEEO,1101,38
CEEP,386,12
CEEQ,835,34
CEER,1213,37
CEES,162,5
CEET,871,39
CEEU,943,37
CEEV,927,38
CEEW,280,9
CEEX,81,3
CEEY,506,16
CEEZ,290,13
CEF,9291,248
CEFG,285,9
CEFH,27,2
CEFI,363,11
CEFJ,204,8
CEFK,61,3
CEFL,394,12
CEFM,228,6
CEFN,489,20
CEFO,496,13
CEFP,251,7
CEFQ,325,11
CEFR,388,14
CEFS,145,4
CEFT,480,16
CEFU,379,13
CEFV,475,18
CEFW,193,7
CEFX,251,7
CEFY,87,2
CEFZ,320,8
CEG,18031,535
CEGH,258,7
CEGI,1165,37
CEGJ,409,20
CEGK,189,10
CEGL,964,31
CEGM,262,9
CEGN,1163,43
CEGO,915,32
CEGP,242,10
CEGQ,751,27
CEGR,798,32
CEGS,296,9
CEGT,773,32
CEGU,789,26
CEGV,784,27
CEGW,408,13
CEGX,54,2
CEGY,403,11
CEGZ,424,18
CEH,4996,127
CEHI,537,13
CEHJ,147,5
CEHK,92,2
CEHL,145,5
CEHM,74,2
CEHN,363,10
CEHO,229,5
CEHP,139,4
CEHQ,213,6
CEHR,296,11
CEHS,44,1
CEHT,210,6
CEHU,179,6
CEHV,361,10
CEHX,116,3
CEHY,129,2
CEHZ,93,2
CEI,39352,1047
CEII,1697,59
CEIJ,623,20
CEIK,510,18
CEIL,791,24
CEIM,377,11
CEIN,1229,39
CEIO,1244,39
CEIP,398,15
CEIQ,1816,66
CEIR,950,37
CEIS,293,9
CEIT,1165,40
CEIU,1437,49
CEIV,921,37
CEIW,562,19
CEIX,334,12
CEIY,330,11
CEIZ,469,13
CEJ,11197,337
CEJK,152,5
CEJL,553,20
CEJM,238,6
CEJN,1537,49
CEJO,504,17
CEJP,283,9
CEJQ,1033,37
CEJR,732,28
CEJS,110,4
CEJT,642,18
CEJU,366,15
CEJV,802,30
CEJW,247,8
CEJX,68,3
CEJY,448,13
CEJZ,268,8
CEK,6477,176
CEKL,154,9
CEKM,71,2
CEKN,405,15
CEKO,223,6
CEKP,83,2
CEKQ,301,11
CEKR,284,10
CEKS,53,1
CEKT,440,12
CEKU,216,8
CEKV,407,13
CEKW,114,5
CEKX,144,7
CEKY,88,4
CEKZ,136,6
CEL,13348,402
CELM,284,13
CELN,1382,52
CELO,770,26
CELP,181,7
CELQ,832,38
CELR,790,35
CELS,262,5
CELT,861,28
CELU,181,7
CELV,690,26
CELW,202,10
CELX,145,8
CELY,341,10
CELZ,502,18
CEM,8383,231
CEMN,824,29
CEMO,309,10
CEMP,295,8
CEMQ,283,13
CEMR,758,22
CEMS,131,5
CEMT,344,11
CEMU,376,10
CEMV,492,18
CEMW,260,8
CEMX,92,3
CEMY,126,3
CEMZ,287,8
CEN,27297,811
CENN,993,43
CENO,914,34
CENP,524,19
CENQ,1900,75
CENR,1650,59
